P18003_A_33	7345534873	6346637629
P18003_B_33	6423736841	6605000016
P18003_C_33	6212029638	5440402986
P18003_D_33	6533134743	5875598083
P18003_E_33	13095422831	12581300176
P18003_F_33	11066027753	10140217876
P18003_G_33	22500667689	21275573501
